Product ID,Product name,File URL,Archive URL,Company name,Product type,"Product carbon footprint (PCF, kg CO2e)",Manufacturing CO2e percentage,Chassis & assembly CO2e percentage,HDD CO2e percentage,SSD CO2e percentage,Power supply unit CO2e percentage,Battery CO2e percentage,Mainboard and other boards CO2e percentage,Display CO2e percentage,Packaging CO2e percentage,ODD CO2e percentage,External components CO2e percentage,Others* CO2e percentage,Manufacturing CO2e,Chassis & assembly CO2e,HDD CO2e,SSD CO2e,Power supply unit CO2e,Battery CO2e,Mainboard and other boards CO2e,Display CO2e,Packaging CO2e,ODD CO2e,External components CO2e,Others* CO2e,Validation notes
734,C936T,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook314_C936.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook314_C936.pdf,Acer,laptop,271,84.6,4.7,-,-,9.9,2.7,15.1,51.5,0.7,-,-,-,229.266,12.737,-,-,26.829,7.317,40.921,139.565,1.897,-,-,-,Automatic verified (within 99%-101% tolerance).
735,C936-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook314_C936.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook314_C936.pdf,Acer,laptop,271,84.6,4.7,-,-,9.9,2.7,15.1,51.5,0.7,-,-,-,229.266,12.737,-,-,26.829,7.317,40.921,139.565,1.897,-,-,-,Automatic verified (within 99%-101% tolerance).
736,C936T-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook314_C936.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook314_C936.pdf,Acer,laptop,271,84.6,4.7,-,-,9.9,2.7,15.1,51.5,0.7,-,-,-,229.266,12.737,-,-,26.829,7.317,40.921,139.565,1.897,-,-,-,Automatic verified (within 99%-101% tolerance).
737,CB314-4H,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook314_CB314-4H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook314_CB314-4H.pdf,Acer,laptop,240,83.6,5.3,-,-,8.5,3.1,17.8,48.2,0.8,-,-,-,200.64,12.72,-,-,20.4,7.44,42.72,115.68,1.92,-,-,-,Automatic verified (within 99%-101% tolerance).
738,CB314-4HT,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook314_CB314-4H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook314_CB314-4H.pdf,Acer,laptop,240,83.6,5.3,-,-,8.5,3.1,17.8,48.2,0.8,-,-,-,200.64,12.72,-,-,20.4,7.44,42.72,115.68,1.92,-,-,-,Automatic verified (within 99%-101% tolerance).
739,CB315-5H,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook315_CB315-5H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook315_CB315-5H.pdf,Acer,laptop,266,83.5,5,-,-,7.6,2.7,15.3,52,0.9,-,-,-,222.11,13.3,-,-,20.216,7.182,40.698,138.32,2.394,-,-,-,Automatic verified (within 99%-101% tolerance).
740,CB315-5HT,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook315_CB315-5H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook315_CB315-5H.pdf,Acer,laptop,266,83.5,5,-,-,7.6,2.7,15.3,52,0.9,-,-,-,222.11,13.3,-,-,20.216,7.182,40.698,138.32,2.394,-,-,-,Automatic verified (within 99%-101% tolerance).
741,C736,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,Acer,laptop,214,81.3,6,-,-,9.4,3.4,18.4,43.4,0.8,-,-,-,173.982,12.84,-,-,20.116,7.276,39.376,92.876,1.712,-,-,-,Automatic verified (within 99%-101% tolerance).
742,C736T,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,Acer,laptop,214,81.3,6,-,-,9.4,3.4,18.4,43.4,0.8,-,-,-,173.982,12.84,-,-,20.116,7.276,39.376,92.876,1.712,-,-,-,Automatic verified (within 99%-101% tolerance).
743,C736L,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,Acer,laptop,214,81.3,6,-,-,9.4,3.4,18.4,43.4,0.8,-,-,-,173.982,12.84,-,-,20.116,7.276,39.376,92.876,1.712,-,-,-,Automatic verified (within 99%-101% tolerance).
744,C736LT,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,Acer,laptop,214,81.3,6,-,-,9.4,3.4,18.4,43.4,0.8,-,-,-,173.982,12.84,-,-,20.116,7.276,39.376,92.876,1.712,-,-,-,Automatic verified (within 99%-101% tolerance).
745,C736-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,Acer,laptop,214,81.3,6,-,-,9.4,3.4,18.4,43.4,0.8,-,-,-,173.982,12.84,-,-,20.116,7.276,39.376,92.876,1.712,-,-,-,Automatic verified (within 99%-101% tolerance).
746,C736T-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,Acer,laptop,214,81.3,6,-,-,9.4,3.4,18.4,43.4,0.8,-,-,-,173.982,12.84,-,-,20.116,7.276,39.376,92.876,1.712,-,-,-,Automatic verified (within 99%-101% tolerance).
747,C736L-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,Acer,laptop,214,81.3,6,-,-,9.4,3.4,18.4,43.4,0.8,-,-,-,173.982,12.84,-,-,20.116,7.276,39.376,92.876,1.712,-,-,-,Automatic verified (within 99%-101% tolerance).
748,C736LT-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebook511_C736.pdf,Acer,laptop,214,81.3,6,-,-,9.4,3.4,18.4,43.4,0.8,-,-,-,173.982,12.84,-,-,20.116,7.276,39.376,92.876,1.712,-,-,-,Automatic verified (within 99%-101% tolerance).
749,CB514-3H,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus514_CB514-3H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus514_CB514-3H.pdf,Acer,laptop,392,90.2,3.2,-,16.5,6.9,1.9,12.1,49.2,0.5,-,-,-,353.584,12.544,-,64.68,27.048,7.448,47.432,192.864,1.96,-,-,-,Automatic verified (within 99%-101% tolerance).
750,CB514-3HT,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus514_CB514-3H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus514_CB514-3H.pdf,Acer,laptop,392,90.2,3.2,-,16.5,6.9,1.9,12.1,49.2,0.5,-,-,-,353.584,12.544,-,64.68,27.048,7.448,47.432,192.864,1.96,-,-,-,Automatic verified (within 99%-101% tolerance).
751,CBE574-1,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus514_CB514-3H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus514_CB514-3H.pdf,Acer,laptop,392,90.2,3.2,-,16.5,6.9,1.9,12.1,49.2,0.5,-,-,-,353.584,12.544,-,64.68,27.048,7.448,47.432,192.864,1.96,-,-,-,Automatic verified (within 99%-101% tolerance).
752,CBE574-1T,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus514_CB514-3H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus514_CB514-3H.pdf,Acer,laptop,392,90.2,3.2,-,16.5,6.9,1.9,12.1,49.2,0.5,-,-,-,353.584,12.544,-,64.68,27.048,7.448,47.432,192.864,1.96,-,-,-,Automatic verified (within 99%-101% tolerance).
753,CB515-2H,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus515_CB515-2H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus515_CB515-2H.pdf,Acer,laptop,296,84.7,4.3,-,3.7,9.4,2.5,17.8,46.2,0.7,-,-,-,250.712,12.728,-,10.952,27.824,7.4,52.688,136.752,2.072,-,-,-,Automatic verified (within 99%-101% tolerance).
754,CB515-2HT,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus515_CB515-2H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus515_CB515-2H.pdf,Acer,laptop,296,84.7,4.3,-,3.7,9.4,2.5,17.8,46.2,0.7,-,-,-,250.712,12.728,-,10.952,27.824,7.4,52.688,136.752,2.072,-,-,-,Automatic verified (within 99%-101% tolerance).
755,CBE595-1,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus515_CB515-2H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus515_CB515-2H.pdf,Acer,laptop,296,84.7,4.3,-,3.7,9.4,2.5,17.8,46.2,0.7,-,-,-,250.712,12.728,-,10.952,27.824,7.4,52.688,136.752,2.072,-,-,-,Automatic verified (within 99%-101% tolerance).
756,CBE595-1T,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus515_CB515-2H.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookPlus515_CB515-2H.pdf,Acer,laptop,296,84.7,4.3,-,3.7,9.4,2.5,17.8,46.2,0.7,-,-,-,250.712,12.728,-,10.952,27.824,7.4,52.688,136.752,2.072,-,-,-,Automatic verified (within 99%-101% tolerance).
757,R756T,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,Acer,laptop,228,83.7,5.7,-,-,9,3.2,17.9,47.1,0.8,-,-,-,190.836,12.996,-,-,20.52,7.296,40.812,107.388,1.824,-,-,-,Automatic verified (within 99%-101% tolerance).
758,R756TN,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,Acer,laptop,228,83.7,5.7,-,-,9,3.2,17.9,47.1,0.8,-,-,-,190.836,12.996,-,-,20.52,7.296,40.812,107.388,1.824,-,-,-,Automatic verified (within 99%-101% tolerance).
759,R756LT,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,Acer,laptop,228,83.7,5.7,-,-,9,3.2,17.9,47.1,0.8,-,-,-,190.836,12.996,-,-,20.52,7.296,40.812,107.388,1.824,-,-,-,Automatic verified (within 99%-101% tolerance).
760,R756LTN,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,Acer,laptop,228,83.7,5.7,-,-,9,3.2,17.9,47.1,0.8,-,-,-,190.836,12.996,-,-,20.52,7.296,40.812,107.388,1.824,-,-,-,Automatic verified (within 99%-101% tolerance).
761,R756T-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,Acer,laptop,228,83.7,5.7,-,-,9,3.2,17.9,47.1,0.8,-,-,-,190.836,12.996,-,-,20.52,7.296,40.812,107.388,1.824,-,-,-,Automatic verified (within 99%-101% tolerance).
762,R756TN-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,Acer,laptop,228,83.7,5.7,-,-,9,3.2,17.9,47.1,0.8,-,-,-,190.836,12.996,-,-,20.52,7.296,40.812,107.388,1.824,-,-,-,Automatic verified (within 99%-101% tolerance).
763,R756LT-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,Acer,laptop,228,83.7,5.7,-,-,9,3.2,17.9,47.1,0.8,-,-,-,190.836,12.996,-,-,20.52,7.296,40.812,107.388,1.824,-,-,-,Automatic verified (within 99%-101% tolerance).
764,R756LTN-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin511_R756T.pdf,Acer,laptop,228,83.7,5.7,-,-,9,3.2,17.9,47.1,0.8,-,-,-,190.836,12.996,-,-,20.52,7.296,40.812,107.388,1.824,-,-,-,Automatic verified (within 99%-101% tolerance).
765,R856T,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,Acer,laptop,231,83.1,5.8,-,-,8.5,3.2,17.5,47.3,0.8,-,-,-,191.961,13.398,-,-,19.635,7.392,40.425,109.263,1.848,-,-,-,Automatic verified (within 99%-101% tolerance).
766,R856TN,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,Acer,laptop,231,83.1,5.8,-,-,8.5,3.2,17.5,47.3,0.8,-,-,-,191.961,13.398,-,-,19.635,7.392,40.425,109.263,1.848,-,-,-,Automatic verified (within 99%-101% tolerance).
767,R856LT,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,Acer,laptop,231,83.1,5.8,-,-,8.5,3.2,17.5,47.3,0.8,-,-,-,191.961,13.398,-,-,19.635,7.392,40.425,109.263,1.848,-,-,-,Automatic verified (within 99%-101% tolerance).
768,R856LTN,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,Acer,laptop,231,83.1,5.8,-,-,8.5,3.2,17.5,47.3,0.8,-,-,-,191.961,13.398,-,-,19.635,7.392,40.425,109.263,1.848,-,-,-,Automatic verified (within 99%-101% tolerance).
769,R856T-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,Acer,laptop,231,83.1,5.8,-,-,8.5,3.2,17.5,47.3,0.8,-,-,-,191.961,13.398,-,-,19.635,7.392,40.425,109.263,1.848,-,-,-,Automatic verified (within 99%-101% tolerance).
770,R856TN-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,Acer,laptop,231,83.1,5.8,-,-,8.5,3.2,17.5,47.3,0.8,-,-,-,191.961,13.398,-,-,19.635,7.392,40.425,109.263,1.848,-,-,-,Automatic verified (within 99%-101% tolerance).
771,R856LT-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,Acer,laptop,231,83.1,5.8,-,-,8.5,3.2,17.5,47.3,0.8,-,-,-,191.961,13.398,-,-,19.635,7.392,40.425,109.263,1.848,-,-,-,Automatic verified (within 99%-101% tolerance).
772,R856LTN-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin512_R856T.pdf,Acer,laptop,231,83.1,5.8,-,-,8.5,3.2,17.5,47.3,0.8,-,-,-,191.961,13.398,-,-,19.635,7.392,40.425,109.263,1.848,-,-,-,Automatic verified (within 99%-101% tolerance).
773,CP714-2W,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin714_CP714-2W.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin714_CP714-2W.pdf,Acer,laptop,342,90.1,4.4,-,3.4,8,2.1,14.4,57.1,0.6,-,-,-,308.142,15.048,-,11.628,27.36,7.182,49.248,195.282,2.052,-,-,-,Automatic verified (within 99%-101% tolerance).
774,CP714-2WN,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin714_CP714-2W.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookSpin714_CP714-2W.pdf,Acer,laptop,342,90.1,4.4,-,3.4,8,2.1,14.4,57.1,0.6,-,-,-,308.142,15.048,-,11.628,27.36,7.182,49.248,195.282,2.052,-,-,-,Automatic verified (within 99%-101% tolerance).
775,CV872,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookVero712_CV782.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookVero712_CV782.pdf,Acer,laptop,225,92,5.6,-,-,12.2,3.2,20.2,49.8,0.8,-,-,-,207,12.6,-,-,27.45,7.2,45.45,112.05,1.8,-,-,-,Automatic verified (within 99%-101% tolerance).
776,CV872T,https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookVero712_CV782.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerChromebookVero712_CV782.pdf,Acer,laptop,225,92,5.6,-,-,12.2,3.2,20.2,49.8,0.8,-,-,-,207,12.6,-,-,27.45,7.2,45.45,112.05,1.8,-,-,-,Automatic verified (within 99%-101% tolerance).
777,TMB311R-33,https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3Spin_TMB311R-33.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3Spin_TMB311R-33.pdf,Acer,laptop,232,83,5.4,-,4.4,8.6,3.2,18.7,42,0.7,-,-,-,192.56,12.528,-,10.208,19.952,7.424,43.384,97.44,1.624,-,-,-,Automatic verified (within 99%-101% tolerance).
778,TMB311R-33-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3Spin_TMB311R-33.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3Spin_TMB311R-33.pdf,Acer,laptop,232,83,5.4,-,4.4,8.6,3.2,18.7,42,0.7,-,-,-,192.56,12.528,-,10.208,19.952,7.424,43.384,97.44,1.624,-,-,-,Automatic verified (within 99%-101% tolerance).
779,TMB311RN-33,https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3Spin_TMB311R-33.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3Spin_TMB311R-33.pdf,Acer,laptop,232,83,5.4,-,4.4,8.6,3.2,18.7,42,0.7,-,-,-,192.56,12.528,-,10.208,19.952,7.424,43.384,97.44,1.624,-,-,-,Automatic verified (within 99%-101% tolerance).
780,TMB311RN-33-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3Spin_TMB311R-33.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3Spin_TMB311R-33.pdf,Acer,laptop,232,83,5.4,-,4.4,8.6,3.2,18.7,42,0.7,-,-,-,192.56,12.528,-,10.208,19.952,7.424,43.384,97.44,1.624,-,-,-,Automatic verified (within 99%-101% tolerance).
781,TMB311-33,https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3_TMB311-33.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3_TMB311-33.pdf,Acer,laptop,237,83.4,5.3,-,4.4,8.6,3.1,18.5,42.9,0.7,-,-,-,197.658,12.561,-,10.428,20.382,7.347,43.845,101.673,1.659,-,-,-,Automatic verified (within 99%-101% tolerance).
782,TMB311-33-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3_TMB311-33.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB3_TMB311-33.pdf,Acer,laptop,237,83.4,5.3,-,4.4,8.6,3.1,18.5,42.9,0.7,-,-,-,197.658,12.561,-,10.428,20.382,7.347,43.845,101.673,1.659,-,-,-,Automatic verified (within 99%-101% tolerance).
783,TMB514-31,https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB5_TMB514-31.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB5_TMB514-31.pdf,Acer,laptop,256,80.7,5.2,-,4,7.8,2.9,17.3,42.8,0.8,-,-,-,206.592,13.312,-,10.24,19.968,7.424,44.288,109.568,2.048,-,-,-,Automatic verified (within 99%-101% tolerance).
784,TMB514-31-TCO,https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB5_TMB514-31.pdf,https://web.archive.org/web/*/https://global-download.acer.com/supportfiles/files/support/doc/AcerTravelMateB5_TMB514-31.pdf,Acer,laptop,256,80.7,5.2,-,4,7.8,2.9,17.3,42.8,0.8,-,-,-,206.592,13.312,-,10.24,19.968,7.424,44.288,109.568,2.048,-,-,-,Automatic verified (within 99%-101% tolerance).
